ShipmentID,OrderDate,DeliveryDate,ExpectedDate,OriginCity,DestinationCity,Region,Distance_km,Cost_USD,DeliveryStatus,DeliveryTime_Days
SHP0253,2024-10-20,2024-10-27,2024-10-27,Mumbai,Bangalore,South,953,1287.63,On-time,7
SHP0254,2024-12-19,2024-12-23,2024-12-22,Bhubaneswar,Chennai,South,1302,1063.63,Delayed,4
SHP0255,2024-03-11,2024-03-17,2024-03-17,Ahmedabad,Chandigarh,North,1406,941.31,On-time,6
SHP0256,2024-03-29,2024-04-05,2024-04-03,Ahmedabad,Pune,West,775,819.02,Delayed,7
SHP0257,2024-05-06,2024-05-12,2024-05-10,Patna,Mumbai,West,1978,2840.71,Delayed,6
SHP0258,2024-12-26,2024-12-31,2024-12-31,Bhubaneswar,Hyderabad,South,1197,1431.65,On-time,5
SHP0259,2024-12-12,2024-12-19,2024-12-18,Bhubaneswar,Chandigarh,North,858,918.11,Delayed,7
SHP0260,2024-05-27,2024-06-03,2024-06-03,Kolkata,Kolkata,East,955,570.3,On-time,7
SHP0261,2024-04-13,2024-04-19,2024-04-19,Patna,Mumbai,West,1475,1644.64,On-time,6
SHP0262,2024-10-27,2024-10-30,2024-10-30,Kolkata,Chandigarh,North,1903,2835.57,On-time,3
SHP0263,2024-02-21,2024-02-26,2024-02-26,Hyderabad,Bangalore,South,255,163.22,On-time,5
SHP0264,2024-11-30,2024-12-06,2024-12-05,Bangalore,Chennai,South,1598,1627.29,Delayed,6
SHP0265,2024-01-31,2024-02-05,2024-02-02,Bhubaneswar,Patna,East,1145,1577.09,Delayed,5
SHP0266,2024-01-19,2024-01-25,2024-01-24,Delhi,Mumbai,West,1583,1964.14,Delayed,6
SHP0267,2024-10-17,2024-10-23,2024-10-23,Kolkata,Lucknow,North,736,881.0,On-time,6
SHP0268,2024-09-15,2024-09-20,2024-09-20,Bhubaneswar,Mumbai,West,280,336.7,On-time,5
SHP0269,2024-05-11,2024-05-18,2024-05-18,Kolkata,Ahmedabad,West,740,636.02,Cancelled,7
SHP0270,2024-11-08,2024-11-16,2024-11-15,Patna,Bangalore,South,1105,876.92,Delayed,8
SHP0271,2024-02-18,2024-02-21,2024-02-21,Kolkata,Ahmedabad,West,1966,2574.2,On-time,3
SHP0272,2024-04-30,2024-05-05,2024-05-05,Bangalore,Bhubaneswar,East,668,875.16,On-time,5
SHP0273,2024-04-30,2024-05-05,2024-05-02,Lucknow,Patna,East,678,926.88,Delayed,5
SHP0274,2024-03-01,2024-03-08,2024-03-08,Chennai,Patna,East,502,709.45,On-time,7
SHP0275,2024-08-20,2024-08-29,2024-08-27,Bangalore,Mumbai,West,1487,1503.87,Delayed,9
SHP0276,2024-12-14,2024-12-20,2024-12-20,Ahmedabad,Bangalore,South,1131,1132.71,On-time,6
SHP0277,2024-10-07,2024-10-13,2024-10-13,Kolkata,Delhi,North,356,462.19,On-time,6
SHP0278,2024-12-14,2024-12-20,2024-12-17,Chennai,Mumbai,West,236,271.39,Delayed,6
SHP0279,2024-09-19,2024-09-25,2024-09-24,Mumbai,Mumbai,West,1194,1435.15,Delayed,6
SHP0280,2024-01-12,2024-01-17,2024-01-17,Ahmedabad,Patna,East,1577,2043.47,On-time,5
SHP0281,2024-08-04,2024-08-11,2024-08-08,Hyderabad,Delhi,North,173,240.47,Delayed,7
SHP0282,2024-07-28,2024-07-31,2024-07-31,Lucknow,Lucknow,North,1543,1293.03,On-time,3
SHP0283,2024-07-12,2024-07-17,2024-07-17,Pune,Pune,West,1405,1230.19,On-time,5
SHP0284,2024-04-01,2024-04-08,2024-04-07,Hyderabad,Kolkata,East,1540,914.73,Delayed,7
SHP0285,2024-08-25,2024-09-04,2024-09-01,Bangalore,Lucknow,North,1139,1228.16,Delayed,10
SHP0286,2024-06-26,2024-06-29,2024-06-29,Mumbai,Chennai,South,1842,987.21,On-time,3
SHP0287,2024-01-09,2024-01-12,2024-01-12,Delhi,Ahmedabad,West,1266,1222.45,On-time,3
SHP0288,2024-01-23,2024-01-29,2024-01-28,Lucknow,Delhi,North,494,515.07,Delayed,6
SHP0289,2024-10-21,2024-10-27,2024-10-25,Delhi,Kolkata,East,1427,1122.39,Delayed,6
SHP0290,2024-12-04,2024-12-10,2024-12-10,Kolkata,Kolkata,East,613,668.68,On-time,6
SHP0291,2024-12-13,2024-12-20,2024-12-18,Chandigarh,Hyderabad,South,755,400.53,Delayed,7
SHP0292,2024-08-01,2024-08-06,2024-08-06,Ahmedabad,Patna,East,426,228.91,On-time,5
SHP0293,2024-12-28,2025-01-01,2024-12-31,Mumbai,Chennai,South,1201,1588.44,Delayed,4
SHP0294,2024-05-04,2024-05-08,2024-05-08,Pune,Chennai,South,211,181.5,On-time,4
SHP0295,2024-04-07,2024-04-09,2024-04-09,Pune,Chandigarh,North,1288,807.65,On-time,2
SHP0296,2024-12-09,2024-12-15,2024-12-15,Delhi,Hyderabad,South,1830,1870.71,On-time,6
SHP0297,2024-04-07,2024-04-14,2024-04-14,Bhubaneswar,Delhi,North,1594,2024.37,On-time,7
SHP0298,2024-05-02,2024-05-08,2024-05-08,Mumbai,Chennai,South,829,593.42,On-time,6
SHP0299,2024-05-13,2024-05-19,2024-05-17,Ahmedabad,Bhubaneswar,East,1004,1127.38,Delayed,6
SHP0300,2024-04-14,2024-04-18,2024-04-18,Chandigarh,Pune,West,1202,703.59,On-time,4
